School.List,State,Year,ST.Total.Men,ST.Total.Women,ST.Total.AGI,ST.Total,percent_men,percent_women,percent_agi,men_change,women_change,agi_change
NORTHWESTERN UNIVERSITY,ILLINOIS,2023,90,116,0,210,42.85714286,55.23809524,0,-8.599167822,7.179842811,-0.485436893
"NOTRE DAME, UNIVERSITY OF",INDIANA,2017,103,81,0,184,55.97826087,44.02173913,0,NA,NA,NA
"NOTRE DAME, UNIVERSITY OF",INDIANA,2018,83,93,0,176,47.15909091,52.84090909,0,-8.81916996,8.81916996,0
"NOTRE DAME, UNIVERSITY OF",INDIANA,2019,99,104,0,203,48.76847291,51.23152709,0,1.609381997,-1.609381997,0
"NOTRE DAME, UNIVERSITY OF",INDIANA,2020,78,70,0,148,52.7027027,47.2972973,0,3.934229796,-3.934229796,0
"NOTRE DAME, UNIVERSITY OF",INDIANA,2021,80,89,0,169,47.33727811,52.66272189,0,-5.365424596,5.365424596,0
"NOTRE DAME, UNIVERSITY OF",INDIANA,2022,81,74,0,155,52.25806452,47.74193548,0,4.92078641,-4.92078641,0
"NOTRE DAME, UNIVERSITY OF",INDIANA,2023,81,85,0,166,48.79518072,51.20481928,0,-3.462883793,3.462883793,0
NOVA SOUTHEASTERN UNIVERSITY,FLORIDA,2017,115,145,0,260,44.23076923,55.76923077,0,NA,NA,NA
NOVA SOUTHEASTERN UNIVERSITY,FLORIDA,2018,89,95,0,184,48.36956522,51.63043478,0,4.138795987,-4.138795987,0
NOVA SOUTHEASTERN UNIVERSITY,FLORIDA,2019,93,102,0,195,47.69230769,52.30769231,0,-0.677257525,0.677257525,0
NOVA SOUTHEASTERN UNIVERSITY,FLORIDA,2020,92,94,1,187,49.19786096,50.26737968,0.534759358,1.50555327,-2.040312629,0.534759358
NOVA SOUTHEASTERN UNIVERSITY,FLORIDA,2021,92,101,1,194,47.42268041,52.06185567,0.515463918,-1.77518055,1.794475991,-0.019295441
NOVA SOUTHEASTERN UNIVERSITY,FLORIDA,2022,85,133,0,220,38.63636364,60.45454545,0,-8.786316776,8.392689784,-0.515463918
NOVA SOUTHEASTERN UNIVERSITY,FLORIDA,2023,76,108,14,201,37.81094527,53.73134328,6.965174129,-0.825418363,-6.723202171,6.965174129
OHIO NORTHERN UNIVERSITY,OHIO,2017,25,26,0,51,49.01960784,50.98039216,0,NA,NA,NA
OHIO NORTHERN UNIVERSITY,OHIO,2018,24,26,0,50,48,52,0,-1.019607843,1.019607843,0
OHIO NORTHERN UNIVERSITY,OHIO,2019,24,23,0,47,51.06382979,48.93617021,0,3.063829787,-3.063829787,0
OHIO NORTHERN UNIVERSITY,OHIO,2020,35,23,0,58,60.34482759,39.65517241,0,9.280997799,-9.280997799,0
OHIO NORTHERN UNIVERSITY,OHIO,2021,24,38,0,62,38.70967742,61.29032258,0,-21.63515017,21.63515017,0
OHIO NORTHERN UNIVERSITY,OHIO,2022,26,31,0,57,45.61403509,54.38596491,0,6.904357668,-6.904357668,0
OHIO NORTHERN UNIVERSITY,OHIO,2023,38,37,0,75,50.66666667,49.33333333,0,5.052631579,-5.052631579,0
OHIO STATE UNIVERSITY,OHIO,2017,125,80,0,205,60.97560976,39.02439024,0,NA,NA,NA
OHIO STATE UNIVERSITY,OHIO,2018,84,93,0,177,47.45762712,52.54237288,0,-13.51798264,13.51798264,0
OHIO STATE UNIVERSITY,OHIO,2019,90,93,1,184,48.91304348,50.54347826,0.543478261,1.45541636,-1.99889462,0.543478261
OHIO STATE UNIVERSITY,OHIO,2020,70,105,0,175,40,60,0,-8.913043478,9.456521739,-0.543478261
OHIO STATE UNIVERSITY,OHIO,2021,82,91,2,175,46.85714286,52,1.142857143,6.857142857,-8,1.142857143
OHIO STATE UNIVERSITY,OHIO,2022,75,78,0,153,49.01960784,50.98039216,0,2.162464986,-1.019607843,-1.142857143
OHIO STATE UNIVERSITY,OHIO,2023,70,84,0,155,45.16129032,54.19354839,0,-3.858317521,3.21315623,0
OKLAHOMA CITY UNIVERSITY,OKLAHOMA,2017,64,90,0,154,41.55844156,58.44155844,0,NA,NA,NA
OKLAHOMA CITY UNIVERSITY,OKLAHOMA,2018,81,74,0,155,52.25806452,47.74193548,0,10.69962296,-10.69962296,0
OKLAHOMA CITY UNIVERSITY,OKLAHOMA,2019,71,99,0,170,41.76470588,58.23529412,0,-10.49335863,10.49335863,0
OKLAHOMA CITY UNIVERSITY,OKLAHOMA,2020,63,105,0,168,37.5,62.5,0,-4.264705882,4.264705882,0
OKLAHOMA CITY UNIVERSITY,OKLAHOMA,2021,81,76,0,157,51.59235669,48.40764331,0,14.09235669,-14.09235669,0
OKLAHOMA CITY UNIVERSITY,OKLAHOMA,2022,69,75,0,144,47.91666667,52.08333333,0,-3.675690021,3.675690021,0
OKLAHOMA CITY UNIVERSITY,OKLAHOMA,2023,67,76,0,143,46.85314685,53.14685315,0,-1.063519814,1.063519814,0
"OKLAHOMA, UNIVERSITY OF",OKLAHOMA,2017,84,70,0,154,54.54545455,45.45454545,0,NA,NA,NA
"OKLAHOMA, UNIVERSITY OF",OKLAHOMA,2018,81,89,0,170,47.64705882,52.35294118,0,-6.898395722,6.898395722,0
"OKLAHOMA, UNIVERSITY OF",OKLAHOMA,2019,79,85,0,164,48.17073171,51.82926829,0,0.523672884,-0.523672884,0
"OKLAHOMA, UNIVERSITY OF",OKLAHOMA,2020,79,88,1,168,47.02380952,52.38095238,0.595238095,-1.146922184,0.551684088,0.595238095
"OKLAHOMA, UNIVERSITY OF",OKLAHOMA,2021,99,106,1,206,48.05825243,51.45631068,0.485436893,1.034442903,-0.924641701,-0.109801202
"OKLAHOMA, UNIVERSITY OF",OKLAHOMA,2022,76,96,0,172,44.18604651,55.81395349,0,-3.872205916,4.357642809,-0.485436893
"OKLAHOMA, UNIVERSITY OF",OKLAHOMA,2023,61,102,0,163,37.42331288,62.57668712,0,-6.762733628,6.762733628,0
"OREGON, UNIVERSITY OF",OREGON,2017,61,73,0,134,45.52238806,54.47761194,0,NA,NA,NA
"OREGON, UNIVERSITY OF",OREGON,2018,52,67,0,119,43.69747899,56.30252101,0,-1.824909068,1.824909068,0
"OREGON, UNIVERSITY OF",OREGON,2019,71,76,0,147,48.29931973,51.70068027,0,4.601840736,-4.601840736,0
"OREGON, UNIVERSITY OF",OREGON,2020,79,77,0,156,50.64102564,49.35897436,0,2.341705913,-2.341705913,0
"OREGON, UNIVERSITY OF",OREGON,2021,69,104,0,173,39.88439306,60.11560694,0,-10.75663258,10.75663258,0
"OREGON, UNIVERSITY OF",OREGON,2022,64,89,0,153,41.83006536,58.16993464,0,1.945672296,-1.945672296,0
"OREGON, UNIVERSITY OF",OREGON,2023,83,62,0,151,54.96688742,41.05960265,0,13.13682206,-17.11033199,0
PACE UNIVERSITY,NEW YORK,2017,73,99,0,172,42.44186047,57.55813953,0,NA,NA,NA
PACE UNIVERSITY,NEW YORK,2018,69,108,0,177,38.98305085,61.01694915,0,-3.458809618,3.458809618,0
PACE UNIVERSITY,NEW YORK,2019,90,133,0,223,40.35874439,59.64125561,0,1.375693547,-1.375693547,0
PACE UNIVERSITY,NEW YORK,2020,91,145,0,236,38.55932203,61.44067797,0,-1.799422361,1.799422361,0
PACE UNIVERSITY,NEW YORK,2021,93,171,0,264,35.22727273,64.77272727,0,-3.332049307,3.332049307,0
PACE UNIVERSITY,NEW YORK,2022,100,147,0,247,40.48582996,59.51417004,0,5.258557232,-5.258557232,0
PACE UNIVERSITY,NEW YORK,2023,95,166,0,261,36.39846743,63.60153257,0,-4.087362527,4.087362527,0
PENNSYLVANIA STATE - DICKINSON LAW,PENNSYLVANIA,2017,41,25,0,66,62.12121212,37.87878788,0,NA,NA,NA
PENNSYLVANIA STATE - DICKINSON LAW,PENNSYLVANIA,2018,43,27,0,70,61.42857143,38.57142857,0,-0.692640693,0.692640693,0
PENNSYLVANIA STATE - DICKINSON LAW,PENNSYLVANIA,2019,40,31,0,71,56.33802817,43.66197183,0,-5.09054326,5.09054326,0
PENNSYLVANIA STATE - DICKINSON LAW,PENNSYLVANIA,2020,33,42,0,75,44,56,0,-12.33802817,12.33802817,0
PENNSYLVANIA STATE - DICKINSON LAW,PENNSYLVANIA,2021,44,39,2,85,51.76470588,45.88235294,2.352941176,7.764705882,-10.11764706,2.352941176
PENNSYLVANIA STATE - DICKINSON LAW,PENNSYLVANIA,2022,37,45,3,85,43.52941176,52.94117647,3.529411765,-8.235294118,7.058823529,1.176470588
PENNSYLVANIA STATE - DICKINSON LAW,PENNSYLVANIA,2023,42,49,3,94,44.68085106,52.12765957,3.191489362,1.151439299,-0.813516896,-0.337922403
PENNSYLVANIA STATE - PENN STATE LAW,PENNSYLVANIA,2017,55,58,0,113,48.67256637,51.32743363,0,NA,NA,NA
PENNSYLVANIA STATE - PENN STATE LAW,PENNSYLVANIA,2018,45,70,0,115,39.13043478,60.86956522,0,-9.542131589,9.542131589,0
PENNSYLVANIA STATE - PENN STATE LAW,PENNSYLVANIA,2019,56,70,0,126,44.44444444,55.55555556,0,5.314009662,-5.314009662,0
PENNSYLVANIA STATE - PENN STATE LAW,PENNSYLVANIA,2020,51,64,0,115,44.34782609,55.65217391,0,-0.096618357,0.096618357,0
PENNSYLVANIA STATE - PENN STATE LAW,PENNSYLVANIA,2021,56,76,0,132,42.42424242,57.57575758,0,-1.923583663,1.923583663,0
PENNSYLVANIA STATE - PENN STATE LAW,PENNSYLVANIA,2022,59,78,1,138,42.75362319,56.52173913,0.724637681,0.329380764,-1.054018445,0.724637681
PENNSYLVANIA STATE - PENN STATE LAW,PENNSYLVANIA,2023,48,71,2,121,39.66942149,58.67768595,1.652892562,-3.084201701,2.15594682,0.928254881
"PENNSYLVANIA, UNIVERSITY OF",PENNSYLVANIA,2017,105,103,0,208,50.48076923,49.51923077,0,NA,NA,NA
"PENNSYLVANIA, UNIVERSITY OF",PENNSYLVANIA,2018,108,118,0,226,47.78761062,52.21238938,0,-2.693158611,2.693158611,0
"PENNSYLVANIA, UNIVERSITY OF",PENNSYLVANIA,2019,119,112,0,231,51.51515152,48.48484848,0,3.727540896,-3.727540896,0
"PENNSYLVANIA, UNIVERSITY OF",PENNSYLVANIA,2020,111,113,0,224,49.55357143,50.44642857,0,-1.961580087,1.961580087,0
"PENNSYLVANIA, UNIVERSITY OF",PENNSYLVANIA,2021,126,151,1,278,45.32374101,54.31654676,0.35971223,-4.229830421,3.870118191,0.35971223
"PENNSYLVANIA, UNIVERSITY OF",PENNSYLVANIA,2022,102,116,2,220,46.36363636,52.72727273,0.909090909,1.039895356,-1.589274035,0.549378679
"PENNSYLVANIA, UNIVERSITY OF",PENNSYLVANIA,2023,102,116,4,224,45.53571429,51.78571429,1.785714286,-0.827922078,-0.941558442,0.876623377
PEPPERDINE UNIVERSITY,CALIFORNIA,2017,69,69,0,138,50,50,0,NA,NA,NA
PEPPERDINE UNIVERSITY,CALIFORNIA,2018,68,77,0,145,46.89655172,53.10344828,0,-3.103448276,3.103448276,0
PEPPERDINE UNIVERSITY,CALIFORNIA,2019,91,88,0,179,50.83798883,49.16201117,0,3.941437103,-3.941437103,0
PEPPERDINE UNIVERSITY,CALIFORNIA,2020,79,95,0,174,45.40229885,54.59770115,0,-5.435689976,5.435689976,0
PEPPERDINE UNIVERSITY,CALIFORNIA,2021,86,120,0,206,41.74757282,58.25242718,0,-3.654726035,3.654726035,0
PEPPERDINE UNIVERSITY,CALIFORNIA,2022,71,113,0,184,38.58695652,61.41304348,0,-3.160616294,3.160616294,0
PEPPERDINE UNIVERSITY,CALIFORNIA,2023,64,104,0,168,38.0952381,61.9047619,0,-0.491718427,0.491718427,0
"PITTSBURGH, UNIVERSITY OF",PENNSYLVANIA,2017,62,63,1,126,49.20634921,50,0.793650794,NA,NA,NA
"PITTSBURGH, UNIVERSITY OF",PENNSYLVANIA,2018,68,46,1,115,59.13043478,40,0.869565217,9.924085576,-10,0.075914424
"PITTSBURGH, UNIVERSITY OF",PENNSYLVANIA,2019,57,52,0,109,52.29357798,47.70642202,0,-6.836856801,7.706422018,-0.869565217
"PITTSBURGH, UNIVERSITY OF",PENNSYLVANIA,2020,52,70,0,122,42.62295082,57.37704918,0,-9.670627162,9.670627162,0
"PITTSBURGH, UNIVERSITY OF",PENNSYLVANIA,2021,69,83,0,152,45.39473684,54.60526316,0,2.771786022,-2.771786022,0
"PITTSBURGH, UNIVERSITY OF",PENNSYLVANIA,2022,66,54,0,120,55,45,0,9.605263158,-9.605263158,0
"PITTSBURGH, UNIVERSITY OF",PENNSYLVANIA,2023,58,57,0,116,50,49.13793103,0,-5,4.137931034,0
PONTIFICAL CATHOLIC UNIVERSITY OF P.R.,PUERTO RICO,2017,64,106,0,170,37.64705882,62.35294118,0,NA,NA,NA
PONTIFICAL CATHOLIC UNIVERSITY OF P.R.,PUERTO RICO,2018,50,94,0,144,34.72222222,65.27777778,0,-2.924836601,2.924836601,0
PONTIFICAL CATHOLIC UNIVERSITY OF P.R.,PUERTO RICO,2019,53,80,0,133,39.84962406,60.15037594,0,5.127401838,-5.127401838,0
PONTIFICAL CATHOLIC UNIVERSITY OF P.R.,PUERTO RICO,2020,78,94,0,172,45.34883721,54.65116279,0,5.499213149,-5.499213149,0
PONTIFICAL CATHOLIC UNIVERSITY OF P.R.,PUERTO RICO,2021,91,152,0,243,37.44855967,62.55144033,0,-7.900277539,7.900277539,0
PONTIFICAL CATHOLIC UNIVERSITY OF P.R.,PUERTO RICO,2022,98,137,0,235,41.70212766,58.29787234,0,4.253567989,-4.253567989,0
PONTIFICAL CATHOLIC UNIVERSITY OF P.R.,PUERTO RICO,2023,57,105,0,162,35.18518519,64.81481481,0,-6.516942474,6.516942474,0
"PUERTO RICO, UNIVERSITY OF",PUERTO RICO,2017,135,182,0,317,42.58675079,57.41324921,0,NA,NA,NA
"PUERTO RICO, UNIVERSITY OF",PUERTO RICO,2018,56,102,0,158,35.44303797,64.55696203,0,-7.143712814,7.143712814,0
"PUERTO RICO, UNIVERSITY OF",PUERTO RICO,2019,58,71,0,129,44.96124031,55.03875969,0,9.518202335,-9.518202335,0
"PUERTO RICO, UNIVERSITY OF",PUERTO RICO,2020,50,87,0,137,36.49635036,63.50364964,0,-8.464889945,8.464889945,0
"PUERTO RICO, UNIVERSITY OF",PUERTO RICO,2021,35,81,0,116,30.17241379,69.82758621,0,-6.323936572,6.323936572,0
"PUERTO RICO, UNIVERSITY OF",PUERTO RICO,2022,51,83,0,134,38.05970149,61.94029851,0,7.887287699,-7.887287699,0
"PUERTO RICO, UNIVERSITY OF",PUERTO RICO,2023,47,70,0,117,40.17094017,59.82905983,0,2.111238678,-2.111238678,0
QUINNIPIAC UNIVERSITY,CONNECTICUT,2017,48,71,0,119,40.33613445,59.66386555,0,NA,NA,NA
QUINNIPIAC UNIVERSITY,CONNECTICUT,2018,42,68,0,110,38.18181818,61.81818182,0,-2.154316272,2.154316272,0
QUINNIPIAC UNIVERSITY,CONNECTICUT,2019,53,86,0,139,38.1294964,61.8705036,0,-0.052321779,0.052321779,0
QUINNIPIAC UNIVERSITY,CONNECTICUT,2020,56,78,0,134,41.79104478,58.20895522,0,3.661548373,-3.661548373,0
QUINNIPIAC UNIVERSITY,CONNECTICUT,2021,39,82,0,121,32.23140496,67.76859504,0,-9.559639817,9.559639817,0
QUINNIPIAC UNIVERSITY,CONNECTICUT,2022,49,70,0,119,41.17647059,58.82352941,0,8.94506563,-8.94506563,0
QUINNIPIAC UNIVERSITY,CONNECTICUT,2023,41,64,0,105,39.04761905,60.95238095,0,-2.128851541,2.128851541,0
REGENT UNIVERSITY,VIRGINIA,2017,41,57,0,98,41.83673469,58.16326531,0,NA,NA,NA
REGENT UNIVERSITY,VIRGINIA,2018,42,63,0,105,40,60,0,-1.836734694,1.836734694,0
REGENT UNIVERSITY,VIRGINIA,2019,52,63,0,115,45.2173913,54.7826087,0,5.217391304,-5.217391304,0
REGENT UNIVERSITY,VIRGINIA,2020,49,51,0,100,49,51,0,3.782608696,-3.782608696,0
REGENT UNIVERSITY,VIRGINIA,2021,58,63,0,121,47.9338843,52.0661157,0,-1.066115702,1.066115702,0
REGENT UNIVERSITY,VIRGINIA,2022,55,59,0,114,48.24561404,51.75438596,0,0.311729738,-0.311729738,0
REGENT UNIVERSITY,VIRGINIA,2023,49,65,0,114,42.98245614,57.01754386,0,-5.263157895,5.263157895,0
"RICHMOND, UNIVERSITY OF",VIRGINIA,2017,45,59,0,104,43.26923077,56.73076923,0,NA,NA,NA
"RICHMOND, UNIVERSITY OF",VIRGINIA,2018,63,65,0,128,49.21875,50.78125,0,5.949519231,-5.949519231,0
"RICHMOND, UNIVERSITY OF",VIRGINIA,2019,52,68,0,120,43.33333333,56.66666667,0,-5.885416667,5.885416667,0
"RICHMOND, UNIVERSITY OF",VIRGINIA,2020,66,81,1,148,44.59459459,54.72972973,0.675675676,1.261261261,-1.936936937,0.675675676
"RICHMOND, UNIVERSITY OF",VIRGINIA,2021,46,91,0,137,33.57664234,66.42335766,0,-11.01795226,11.69362793,-0.675675676
"RICHMOND, UNIVERSITY OF",VIRGINIA,2022,46,72,0,118,38.98305085,61.01694915,0,5.406408512,-5.406408512,0
"RICHMOND, UNIVERSITY OF",VIRGINIA,2023,44,76,0,120,36.66666667,63.33333333,0,-2.316384181,2.316384181,0
ROGER WILLIAMS UNIVERSITY,RHODE ISLAND,2017,72,84,0,156,46.15384615,53.84615385,0,NA,NA,NA
ROGER WILLIAMS UNIVERSITY,RHODE ISLAND,2018,70,91,0,161,43.47826087,56.52173913,0,-2.675585284,2.675585284,0
ROGER WILLIAMS UNIVERSITY,RHODE ISLAND,2019,63,110,0,173,36.41618497,63.58381503,0,-7.062075898,7.062075898,0
ROGER WILLIAMS UNIVERSITY,RHODE ISLAND,2020,86,90,1,177,48.58757062,50.84745763,0.564971751,12.17138565,-12.7363574,0.564971751
ROGER WILLIAMS UNIVERSITY,RHODE ISLAND,2021,69,109,4,182,37.91208791,59.89010989,2.197802198,-10.67548271,9.042652263,1.632830446
ROGER WILLIAMS UNIVERSITY,RHODE ISLAND,2022,79,118,3,200,39.5,59,1.5,1.587912088,-0.89010989,-0.697802198
ROGER WILLIAMS UNIVERSITY,RHODE ISLAND,2023,51,106,0,158,32.27848101,67.08860759,0,-7.221518987,8.088607595,-1.5
RUTGERS UNIVERSITY,NEW JERSEY,2017,185,180,0,365,50.68493151,49.31506849,0,NA,NA,NA
RUTGERS UNIVERSITY,NEW JERSEY,2018,188,175,0,363,51.79063361,48.20936639,0,1.105702102,-1.105702102,0
RUTGERS UNIVERSITY,NEW JERSEY,2019,195,193,0,388,50.25773196,49.74226804,0,-1.53290165,1.53290165,0
RUTGERS UNIVERSITY,NEW JERSEY,2020,199,182,5,386,51.55440415,47.15025907,1.295336788,1.296672186,-2.592008974,1.295336788
RUTGERS UNIVERSITY,NEW JERSEY,2021,204,207,4,415,49.15662651,49.87951807,0.963855422,-2.397777639,2.729259005,-0.331481366
RUTGERS UNIVERSITY,NEW JERSEY,2022,169,170,1,340,49.70588235,50,0.294117647,0.549255847,0.120481928,-0.669737775
RUTGERS UNIVERSITY,NEW JERSEY,2023,151,222,0,376,40.15957447,59.04255319,0,-9.546307885,9.042553191,-0.294117647
SAINT LOUIS UNIVERSITY,MISSOURI,2017,89,100,0,189,47.08994709,52.91005291,0,NA,NA,NA
SAINT LOUIS UNIVERSITY,MISSOURI,2018,79,94,0,173,45.66473988,54.33526012,0,-1.425207206,1.425207206,0
SAINT LOUIS UNIVERSITY,MISSOURI,2019,89,106,3,198,44.94949495,53.53535354,1.515151515,-0.715244935,-0.79990658,1.515151515
SAINT LOUIS UNIVERSITY,MISSOURI,2020,80,108,2,190,42.10526316,56.84210526,1.052631579,-2.844231792,3.306751728,-0.462519936
SAINT LOUIS UNIVERSITY,MISSOURI,2021,94,114,0,208,45.19230769,54.80769231,0,3.087044534,-2.034412955,-1.052631579
SAINT LOUIS UNIVERSITY,MISSOURI,2022,76,106,0,182,41.75824176,58.24175824,0,-3.434065934,3.434065934,0
SAINT LOUIS UNIVERSITY,MISSOURI,2023,63,114,0,177,35.59322034,64.40677966,0,-6.165021419,6.165021419,0
SAMFORD UNIVERSITY,ALABAMA,2017,76,76,0,152,50,50,0,NA,NA,NA
SAMFORD UNIVERSITY,ALABAMA,2018,73,65,0,138,52.89855072,47.10144928,0,2.898550725,-2.898550725,0
SAMFORD UNIVERSITY,ALABAMA,2019,70,87,0,157,44.58598726,55.41401274,0,-8.312563463,8.312563463,0
SAMFORD UNIVERSITY,ALABAMA,2020,63,85,0,148,42.56756757,57.43243243,0,-2.018419694,2.018419694,0
SAMFORD UNIVERSITY,ALABAMA,2021,66,95,0,161,40.99378882,59.00621118,0,-1.573778748,1.573778748,0
SAMFORD UNIVERSITY,ALABAMA,2022,64,77,0,141,45.39007092,54.60992908,0,4.396282102,-4.396282102,0
SAMFORD UNIVERSITY,ALABAMA,2023,59,86,0,146,40.4109589,58.90410959,0,-4.979112018,4.294180511,0
"SAN DIEGO, UNIVERSITY OF",CALIFORNIA,2017,105,146,0,251,41.83266932,58.16733068,0,NA,NA,NA
"SAN DIEGO, UNIVERSITY OF",CALIFORNIA,2018,99,129,0,228,43.42105263,56.57894737,0,1.588383309,-1.588383309,0
"SAN DIEGO, UNIVERSITY OF",CALIFORNIA,2019,103,129,0,232,44.39655172,55.60344828,0,0.975499093,-0.975499093,0
"SAN DIEGO, UNIVERSITY OF",CALIFORNIA,2020,104,134,0,238,43.69747899,56.30252101,0,-0.699072733,0.699072733,0
"SAN DIEGO, UNIVERSITY OF",CALIFORNIA,2021,78,133,0,211,36.96682464,63.03317536,0,-6.730654347,6.730654347,0
"SAN DIEGO, UNIVERSITY OF",CALIFORNIA,2022,87,149,1,237,36.70886076,62.86919831,0.421940928,-0.257963885,-0.163977043,0.421940928
"SAN DIEGO, UNIVERSITY OF",CALIFORNIA,2023,74,169,2,245,30.20408163,68.97959184,0.816326531,-6.504779127,6.110393524,0.394385602
"SAN FRANCISCO, UNIVERSITY OF",CALIFORNIA,2017,62,73,0,135,45.92592593,54.07407407,0,NA,NA,NA
"SAN FRANCISCO, UNIVERSITY OF",CALIFORNIA,2018,57,79,0,136,41.91176471,58.08823529,0,-4.01416122,4.01416122,0
"SAN FRANCISCO, UNIVERSITY OF",CALIFORNIA,2019,55,75,0,130,42.30769231,57.69230769,0,0.395927602,-0.395927602,0
"SAN FRANCISCO, UNIVERSITY OF",CALIFORNIA,2020,40,63,1,104,38.46153846,60.57692308,0.961538462,-3.846153846,2.884615385,0.961538462
"SAN FRANCISCO, UNIVERSITY OF",CALIFORNIA,2021,56,85,2,143,39.16083916,59.44055944,1.398601399,0.699300699,-1.136363636,0.437062937
"SAN FRANCISCO, UNIVERSITY OF",CALIFORNIA,2022,51,71,3,125,40.8,56.8,2.4,1.639160839,-2.640559441,1.001398601
"SAN FRANCISCO, UNIVERSITY OF",CALIFORNIA,2023,63,88,1,152,41.44736842,57.89473684,0.657894737,0.647368421,1.094736842,-1.742105263
SANTA CLARA UNIVERSITY,CALIFORNIA,2017,95,146,0,241,39.41908714,60.58091286,0,NA,NA,NA
SANTA CLARA UNIVERSITY,CALIFORNIA,2018,118,156,1,275,42.90909091,56.72727273,0.363636364,3.490003772,-3.853640136,0.363636364
SANTA CLARA UNIVERSITY,CALIFORNIA,2019,128,128,0,256,50,50,0,7.090909091,-6.727272727,-0.363636364
SANTA CLARA UNIVERSITY,CALIFORNIA,2020,123,151,0,274,44.89051095,55.10948905,0,-5.109489051,5.109489051,0
SANTA CLARA UNIVERSITY,CALIFORNIA,2021,94,117,0,211,44.54976303,55.45023697,0,-0.340747916,0.340747916,0
SANTA CLARA UNIVERSITY,CALIFORNIA,2022,94,105,0,199,47.2361809,52.7638191,0,2.686417871,-2.686417871,0
SANTA CLARA UNIVERSITY,CALIFORNIA,2023,103,152,0,255,40.39215686,59.60784314,0,-6.844024042,6.844024042,0
SEATTLE UNIVERSITY,WASHINGTON,2017,89,103,0,192,46.35416667,53.64583333,0,NA,NA,NA
SEATTLE UNIVERSITY,WASHINGTON,2018,80,125,0,205,39.02439024,60.97560976,0,-7.329776423,7.329776423,0
SEATTLE UNIVERSITY,WASHINGTON,2019,84,132,0,216,38.88888889,61.11111111,0,-0.135501355,0.135501355,0
SEATTLE UNIVERSITY,WASHINGTON,2020,70,136,0,206,33.98058252,66.01941748,0,-4.908306365,4.908306365,0
SEATTLE UNIVERSITY,WASHINGTON,2021,84,142,0,226,37.16814159,62.83185841,0,3.187559069,-3.187559069,0
SEATTLE UNIVERSITY,WASHINGTON,2022,89,125,0,214,41.58878505,58.41121495,0,4.420643454,-4.420643454,0
SEATTLE UNIVERSITY,WASHINGTON,2023,63,130,0,204,30.88235294,63.7254902,0,-10.70643211,5.314275243,0
SETON HALL UNIVERSITY,NEW JERSEY,2017,123,133,0,256,48.046875,51.953125,0,NA,NA,NA
SETON HALL UNIVERSITY,NEW JERSEY,2018,119,115,0,234,50.85470085,49.14529915,0,2.807825855,-2.807825855,0
SETON HALL UNIVERSITY,NEW JERSEY,2019,107,97,0,204,52.45098039,47.54901961,0,1.596279537,-1.596279537,0
SETON HALL UNIVERSITY,NEW JERSEY,2020,119,121,0,240,49.58333333,50.41666667,0,-2.867647059,2.867647059,0
SETON HALL UNIVERSITY,NEW JERSEY,2021,144,181,0,325,44.30769231,55.69230769,0,-5.275641026,5.275641026,0
SETON HALL UNIVERSITY,NEW JERSEY,2022,103,111,0,214,48.13084112,51.86915888,0,3.823148814,-3.823148814,0
SETON HALL UNIVERSITY,NEW JERSEY,2023,117,113,0,230,50.86956522,49.13043478,0,2.738724096,-2.738724096,0
"SOUTH CAROLINA, UNIVERSITY OF",SOUTH CAROLINA,2017,116,97,0,213,54.4600939,45.5399061,0,NA,NA,NA
"SOUTH CAROLINA, UNIVERSITY OF",SOUTH CAROLINA,2018,110,100,1,211,52.13270142,47.39336493,0.473933649,-2.327392475,1.853458826,0.473933649
"SOUTH CAROLINA, UNIVERSITY OF",SOUTH CAROLINA,2019,113,98,0,211,53.55450237,46.44549763,0,1.421800948,-0.947867299,-0.473933649
"SOUTH CAROLINA, UNIVERSITY OF",SOUTH CAROLINA,2020,95,110,0,205,46.34146341,53.65853659,0,-7.213038955,7.213038955,0
"SOUTH CAROLINA, UNIVERSITY OF",SOUTH CAROLINA,2021,96,107,1,204,47.05882353,52.45098039,0.490196078,0.717360115,-1.207556193,0.490196078
"SOUTH CAROLINA, UNIVERSITY OF",SOUTH CAROLINA,2022,88,105,0,193,45.59585492,54.40414508,0,-1.462968607,1.953164686,-0.490196078
"SOUTH CAROLINA, UNIVERSITY OF",SOUTH CAROLINA,2023,96,101,1,198,48.48484848,51.01010101,0.505050505,2.888993563,-3.394044068,0.505050505
"SOUTH DAKOTA, UNIVERSITY OF",SOUTH DAKOTA,2017,33,21,0,54,61.11111111,38.88888889,0,NA,NA,NA
"SOUTH DAKOTA, UNIVERSITY OF",SOUTH DAKOTA,2018,39,31,0,70,55.71428571,44.28571429,0,-5.396825397,5.396825397,0
"SOUTH DAKOTA, UNIVERSITY OF",SOUTH DAKOTA,2019,54,31,1,86,62.79069767,36.04651163,1.162790698,7.07641196,-8.239202658,1.162790698
"SOUTH DAKOTA, UNIVERSITY OF",SOUTH DAKOTA,2020,31,30,0,61,50.81967213,49.18032787,0,-11.97102554,13.13381624,-1.162790698
"SOUTH DAKOTA, UNIVERSITY OF",SOUTH DAKOTA,2021,31,46,0,77,40.25974026,59.74025974,0,-10.55993187,10.55993187,0
"SOUTH DAKOTA, UNIVERSITY OF",SOUTH DAKOTA,2022,51,32,0,83,61.44578313,38.55421687,0,21.18604287,-21.18604287,0
